pmid,title,journal,date,num_authors
35974205,Rational development of mycobacteria cell factory for advancing the steroid biomanufacturing.,World journal of microbiology & biotechnology,2022-Aug-17,4
35935192,Prophage Diversity Across ,Frontiers in microbiology,2022-1-1,5
35913594,Complete gammaproteobacterial endosymbiont genome assembly from a seep tubeworm Lamellibrachia satsuma.,"Journal of microbiology (Seoul, Korea)",2022-Sep-1,3
35909208,Genetic advancements in obesity management and CRISPR-Cas9-based gene editing system.,Molecular and cellular biochemistry,2023-Mar-1,3
35888158,Application of Gene Editing Technology in Resistance Breeding of Livestock.,"Life (Basel, Switzerland)",2022-Jul-18,9
35861526,"CRISPR Contributes to Adhesion, Invasion, and Biofilm Formation in Streptococcus agalactiae by Repressing Capsular Polysaccharide Production.",Microbiology spectrum,2022-Aug-31,9
35711292,Theragnostic application of nanoparticle and CRISPR against food-borne multi-drug resistant pathogens.,Materials today. Bio,2022-Jun-1,12
35569864,Toward a next-generation diagnostic tool: A review on emerging isothermal nucleic acid amplification techniques for the detection of SARS-CoV-2 and other infectious viruses.,Analytica chimica acta,2022-May-29,2
35547240,Molecular and Serologic Diagnostic Technologies for SARS-CoV-2.,ArXiv,2022-Apr-26,12
35475644,Comparative Genomics of Synechococcus elongatus Explains the Phenotypic Diversity of the Strains.,mBio,2022-Jun-28,11
35448780,Novel Plant Breeding Techniques Shake Hands with Cereals to Increase Production.,"Plants (Basel, Switzerland)",2022-Apr-12,8
35382490,Recent trends in miRNA therapeutics and the application of plant miRNA for prevention and treatment of human diseases.,Future journal of pharmaceutical sciences,2022-1-1,3
35246186,CRISPR-Cas gene editing technology and its application prospect in medicinal plants.,Chinese medicine,2022-Mar-04,5
35241090,Strategies to overcome the main challenges of the use of CRISPR/Cas9 as a replacement for cancer therapy.,Molecular cancer,2022-Mar-03,11
35234622,Updates on CRISPR-based gene editing in HIV-1/AIDS therapy.,Virologica Sinica,2022-Feb-1,3
35205388,Developing Non-Human Primate Models of Inherited Retinal Diseases.,Genes,2022-Feb-14,4
35196217,Comparative genomics of 26 complete circular genomes of 18 different serotypes of ,Microbial genomics,2022-Feb-1,3
35174353,Crop Quality Improvement Through Genome Editing Strategy.,Frontiers in genome editing,2021-1-1,4
35170999,,Microbiology spectrum,2022-Feb-23,7
35095268,Draft Genome Sequence of ,Evolutionary bioinformatics online,2022-1-1,2
35055871,Advances in Editing Silkworms (,Insects,2021-Dec-27,9
34992734,A genomic sequence of the type II-A clustered regularly interspaced short palindromic repeats (CRISPR)/CRISPR-associated system in ,Journal of oral microbiology,2022-1-1,4
34944496,Cyclic Tetra-Adenylate (cA,Biomolecules,2021-Dec-09,5
34940615,CRISPR Gene Editing in Lipid Disorders and Atherosclerosis: Mechanisms and Opportunities.,Metabolites,2021-Dec-09,6
34901007,CRISPR/Cas System and Factors Affecting Its Precision and Efficiency.,Frontiers in cell and developmental biology,2021-1-1,2
34727007,CRISPR-dependent endogenous gene regulation is required for virulence in piscine ,Emerging microbes & infections,2021-Dec-1,9
34604217,The Off-Targets of Clustered Regularly Interspaced Short Palindromic Repeats Gene Editing.,Frontiers in cell and developmental biology,2021-1-1,5
34502539,Perspectives on hiPSC-Derived Muscle Cells as Drug Discovery Models for Muscular Dystrophies.,International journal of molecular sciences,2021-Sep-06,5
34372494,Lentiviral Vectors for Delivery of Gene-Editing Systems Based on CRISPR/Cas: Current State and Perspectives.,Viruses,2021-Jul-01,2
34371550,Induced Genetic Variations in Fruit Trees Using New Breeding Tools: Food Security and Climate Resilience.,"Plants (Basel, Switzerland)",2021-Jul-01,4
34370561,Let Me Upgrade You: Impact of Mobile Genetic Elements on Enterococcal Adaptation and Evolution.,Journal of bacteriology,2021-Oct-12,4
34314595,Bacteriophage ICP1: A Persistent Predator of ,Annual review of virology,2021-Sep-29,6
34286046,Heterologous Expression and Purification of CRISPR-Cas12a/Cpf1.,Bio-protocol,2018-May-05,4
34276629,Profiling the Virulence and Antibiotic Resistance Genes of ,Frontiers in microbiology,2021-1-1,13
34164771,Recent advances in CRISPR technologies for genome editing.,Archives of pharmacal research,2021-Jun-1,2
34160807,CRISPR/Cas9 to Silence Long Non-Coding RNAs.,"Methods in molecular biology (Clifton, N.J.)",2021-1-1,4
34107040,Structural basis of Staphylococcus aureus Cas9 inhibition by AcrIIA14.,Nucleic acids research,2021-Jun-21,4
39493894,CRISPR-Cas9 in basic and translational aspects of cancer therapy.,BioImpacts : BI,2024-1-1,5
38808253,Revolutionizing digestive system tumor organoids research: Exploring the potential of tumor organoids.,Journal of tissue engineering,2024-1-1,6
38779119,Latest advances on new promising molecular-based therapeutic approaches for Huntington's disease.,Journal of translational internal medicine,2024-Apr-1,3
38288017,Lipid nanoparticles: The game-changer in CRISPR-Cas9 genome editing.,Heliyon,2024-Jan-30,9
38287906,Genome-edited rabbits: Unleashing the potential of a promising experimental animal model across diverse diseases.,Zoological research,2024-Mar-18,6
37545694,What did CRISPR-Cas9 accomplish in its first 10 years?,Biochemia medica,2023-Oct-15,1
37516673,"Aging, oxidative stress and degenerative diseases: mechanisms, complications and emerging therapeutic strategies.",Biogerontology,2023-Oct-1,7
37397563,Progranulin regulation of autophagy contributes to its chondroprotective effect in osteoarthritis.,Genes & diseases,2023-Jul-1,15
37175545,Myd88 Signaling Is Involved in the Inflammatory Response in LPS-Induced Mouse Epididymitis and Bone-Marrow-Derived Dendritic Cells.,International journal of molecular sciences,2023-Apr-25,11
37166046,CRISPR/Cas9 Genome Editing for Tissue-Specific In Vivo Targeting: Nanomaterials and Translational Perspective.,"Advanced science (Weinheim, Baden-Wurttemberg, Germany)",2023-Jul-1,14
37143065,Pathogenicity and immunogenicity of gI/gE/TK-gene-deleted Felid herpesvirus 1 variants in cats.,Virology journal,2023-May-04,9
37063482,Simultaneous engineering of natural killer cells for CAR transgenesis and CRISPR-Cas9 knockout using retroviral particles.,Molecular therapy. Methods & clinical development,2023-Jun-08,7
36482283,CRISPR/Cas9 Mediated Therapeutic Approach in Huntington's Disease.,Molecular neurobiology,2023-Mar-1,4
36454475,Enabling Precision Medicine with CRISPR-Cas Genome Editing Technology: A Translational Perspective.,Advances in experimental medicine and biology,2023-1-1,5
36143270,iPSCs in Neurodegenerative Disorders: A Unique Platform for Clinical Research and Personalized Medicine.,Journal of personalized medicine,2022-Sep-10,6
36010612,Improvement of Bacterial Blight Resistance in Two Conventionally Cultivated Rice Varieties by Editing the Noncoding Region.,Cells,2022-Aug-16,11
35682838,Prime Editing Permits the Introduction of Specific Mutations in the Gene Responsible for Duchenne Muscular Dystrophy.,International journal of molecular sciences,2022-May-31,5
35248405,Selective Xi reactivation and alternative methods to restore MECP2 function in Rett syndrome.,Trends in genetics : TIG,2022-Sep-1,2
34943991,Human Induced Pluripotent Stem Cell as a Disease Modeling and Drug Development Platform-A Cardiac Perspective.,Cells,2021-Dec-09,2
34805257,Regenerative Engineering: Current Applications and Future Perspectives.,Frontiers in surgery,2021-1-1,4
34655056,Gene Therapy Approach with an Emphasis on Growth Factors: Theoretical and Clinical Outcomes in Neurodegenerative Diseases.,Molecular neurobiology,2022-Jan-1,10
34630029,A Multifaceted Approach to Optimizing AAV Delivery to the Brain for the Treatment of Neurodegenerative Diseases.,Frontiers in neuroscience,2021-1-1,2
34458777,Modified internucleoside linkages for nuclease-resistant oligonucleotides.,RSC chemical biology,2021-Feb-01,4
34321099,A deep insight into CRISPR/Cas9 application in CAR-T cell-based tumor immunotherapies.,Stem cell research & therapy,2021-Jul-28,15
34012519,Using CRISPR/Cas9 System to Knock out Exon 48 in ,Avicenna journal of medical biotechnology,2021-1-1,5
33974093,Recent advances in liposome formulations for breast cancer therapeutics.,Cellular and molecular life sciences : CMLS,2021-Jul-1,5
33937740,Highly efficient multiplex genetic engineering of porcine primary fetal fibroblasts.,Surgery open science,2021-Apr-1,7
33935716,Targeted Therapy in Cardiovascular Disease: A Precision Therapy Era.,Frontiers in pharmacology,2021-1-1,2
33854378,Cellular Mechanism of Gene Mutations and Potential Therapeutic Targets in Ovarian Cancer.,Cancer management and research,2021-1-1,6
33778010,Transcriptional Inhibition of lncRNA gadd7 by CRISPR/dCas9-KRAB Protects Spermatocyte Viability.,Frontiers in molecular biosciences,2021-1-1,8
33554501,Gene therapy for inherited metabolic diseases.,Journal of mother and child,2020-Nov-10,5
33533168,Neural crest-like stem cells for tissue regeneration.,Stem cells translational medicine,2021-May-1,4
33523179,Synthetic biology for improving cell fate decisions and tissue engineering outcomes.,Emerging topics in life sciences,2019-Nov-11,4
33519922,The Skeleton of Lateral Meningocele Syndrome.,Frontiers in genetics,2020-1-1,1
33393066,CRISPR-based strategies in infectious disease diagnosis and therapy.,Infection,2021-Jun-1,5
33028045,Gene Editing by Extracellular Vesicles.,International journal of molecular sciences,2020-Oct-05,7
32953110,Novel genetic therapeutic approaches for modulating the severity of β-thalassemia (Review).,Biomedical reports,2020-Nov-1,5
32884115,Modulation of DNA double-strand break repair as a strategy to improve precise genome editing.,Oncogene,2020-Oct-1,2
32810272,Extracellular vesicles engineered with valency-controlled DNA nanostructures deliver CRISPR/Cas9 system for gene therapy.,Nucleic acids research,2020-Sep-18,8
32751747,"Induced Pluripotent Stem Cells: Hope in the Treatment of Diseases, including Muscular Dystrophies.",International journal of molecular sciences,2020-Jul-30,5
32705582,Therapeutic Update on Huntington's Disease: Symptomatic Treatments and Emerging Disease-Modifying Therapies.,Neurotherapeutics : the journal of the American Society for Experimental NeuroTherapeutics,2020-Oct-1,2
32486234,Recent Advances in CRISPR/Cas9 Delivery Strategies.,Biomolecules,2020-May-30,1
32230737,Comparison of gE/gI- and TK/gE/gI-Gene-Deleted Pseudorabies Virus Vaccines Mediated by CRISPR/Cas9 and Cre/Lox Systems.,Viruses,2020-Mar-27,9
32096600,CRISPR/Cas9-mediated genome editing: From basic research to translational medicine.,Journal of cellular and molecular medicine,2020-Apr-1,3
31974191,CRISPR/Cas9-mediated knockin of human factor IX into swine factor IX locus effectively alleviates bleeding in hemophilia B pigs.,Haematologica,2021-Mar-01,15
31933283,Recent Advances in the Treatment of Huntington's Disease: Targeting DNA and RNA.,CNS drugs,2020-Mar-1,1
31753034,"Research and therapy with induced pluripotent stem cells (iPSCs): social, legal, and ethical considerations.",Stem cell research & therapy,2019-Nov-21,8
31740957,DNA barcoding reveals that injected transgenes are predominantly processed by homologous recombination in mouse zygote.,Nucleic acids research,2020-Jan-24,8
31223563,Combination of Genetics and Nanotechnology for Down Syndrome Modification: A Potential Hypothesis and Review of the Literature.,Iranian journal of public health,2019-Mar-1,4
31143130,Generation of Human ,Frontiers in physiology,2019-1-1,5
31069393,DNA-guided DNA cleavage at moderate temperatures by Clostridium butyricum Argonaute.,Nucleic acids research,2019-Jun-20,8
31003545,Long Noncoding RNA and Epithelial Mesenchymal Transition in Cancer.,International journal of molecular sciences,2019-Apr-18,2
30820192,Gene delivery methods and genome editing of human pluripotent stem cells.,Reports of practical oncology and radiotherapy : journal of Greatpoland Cancer Center in Poznan and Polish Society of Radiation Oncology,2019-1-1,4
30464460,Stearyl polyethylenimine complexed with plasmids as the core of human serum albumin nanoparticles noncovalently bound to CRISPR/Cas9 plasmids or siRNA for disrupting or silencing PD-L1 expression for immunotherapy.,International journal of nanomedicine,2018-1-1,5
30085071,The ethics of clinical applications of germline genome modification: a systematic review of reasons.,"Human reproduction (Oxford, England)",2018-Sep-01,6
30062216,Cardiovascular Precision Medicine in the Genomics Era.,JACC. Basic to translational science,2018-Apr-1,2
29955892,How to create state-of-the-art genetic model systems: strategies for optimal CRISPR-mediated genome editing.,Nucleic acids research,2018-Jul-27,4
29552703,Bottom-up approaches in synthetic biology and biomaterials for tissue engineering applications.,Journal of industrial microbiology & biotechnology,2018-Jul-1,2
29456815,"CRISPR/Cas9, a new approach to successful knockdown of ABCB1/P-glycoprotein and reversal of chemosensitivity in human epithelial ovarian cancer cell line.",Iranian journal of basic medical sciences,2018-Feb-1,5
29305085,Engineering the Delivery System for CRISPR-Based Genome Editing.,Trends in biotechnology,2018-Feb-1,4
29192237,Stem cells and genome editing: approaches to tissue regeneration and regenerative medicine.,Journal of human genetics,2018-Feb-1,2
28920889,Therapies targeting DNA and RNA in Huntington's disease.,The Lancet. Neurology,2017-Oct-1,2
28725194,"Sophisticated Cloning, Fermentation, and Purification Technologies for an Enhanced Therapeutic Protein Production: A Review.",Frontiers in pharmacology,2017-1-1,2
28606739,Covalent nano delivery systems for selective imaging and treatment of brain tumors.,Advanced drug delivery reviews,2017-Apr-1,8
28503441,Applications of CRISPR/Cas9 in retinal degenerative diseases.,International journal of ophthalmology,2017-1-1,4
28415820,Targeting programmed cell death ligand 1 by CRISPR/Cas9 in osteosarcoma cells.,Oncotarget,2017-May-02,11
27882407,A novel system for correcting large-scale chromosomal aberrations: ring chromosome correction via reprogramming into induced pluripotent stem cell (iPSC).,Chromosoma,2017-Aug-1,3
27800615,Simultaneous generation of multi-gene knockouts in human cells.,FEBS letters,2016-Dec-1,3
27672148,"CRISPR-Cas: biology, mechanisms and relevance.","Philosophical transactions of the Royal Society of London. Series B, Biological sciences",2016-Nov-05,2
27542298,Research Techniques Made Simple: The Application of CRISPR-Cas9 and Genome Editing in Investigative Dermatology.,The Journal of investigative dermatology,2016-Sep-1,3
27489041,One step engineering of the small-subunit ribosomal RNA using CRISPR/Cas9.,Scientific reports,2016-Aug-04,12
27384229,CRISPR: a versatile tool for both forward and reverse genetics research.,Human genetics,2016-Sep-1,6
27340770,Optimization of genome editing through CRISPR-Cas9 engineering.,Bioengineered,2016-Apr-1,5
27315329,Genome Editing by CRISPR/Cas9: A Game Change in the Genetic Manipulation of Protists.,The Journal of eukaryotic microbiology,2016-Sep-1,3
26830113,Rett Syndrome: Crossing the Threshold to Clinical Translation.,Trends in neurosciences,2016-Feb-1,7
26784641,Gene Therapy: The View from NCATS.,Human gene therapy,2016-Jan-1,3
39161350,Therapeutic application of mesenchymal stem cell-derived exosomes in skin wound healing.,Frontiers in bioengineering and biotechnology,2024-1-1,11
39141555,Observing one-divalent-metal-ion-dependent and histidine-promoted His-Me family I-PpoI nuclease catalysis ,eLife,2024-Aug-14,3
39130943,Exploring Clustered Regularly Interspaced Short Palindromic Repeats-CRISPR-Associated Protein 9 (CRISPR-Cas9) as a Therapeutic Modality for Cancer: A Scoping Review.,Cureus,2024-Jul-1,5
38915370,Revitalizing oral cancer research: Crispr-Cas9 technology the promise of genetic editing.,Frontiers in oncology,2024-1-1,8
38746211,Observing one-divalent-metal-ion dependent and histidine-promoted His-Me family I-PpoI nuclease catalysis in crystallo.,bioRxiv : the preprint server for biology,2024-Jul-11,3
38409587,RNA interference in the era of nucleic acid therapeutics.,Nature biotechnology,2024-Mar-1,4
38228965,Gene Editing in Hematopoietic Stem Cells.,Advances in experimental medicine and biology,2023-1-1,2
36555398,New Therapeutics for Extracellular Vesicles: Delivering CRISPR for Cancer Treatment.,International journal of molecular sciences,2022-Dec-12,2
36384524,Nanomaterials: small particles show huge possibilities for cancer immunotherapy.,Journal of nanobiotechnology,2022-Nov-16,4
36135023,Therapeutic Applications of the CRISPR-Cas System.,"Bioengineering (Basel, Switzerland)",2022-Sep-15,4
36091786,Emerging role of different DNA methyltransferases in the pathogenesis of cancer.,Frontiers in pharmacology,2022-1-1,9
35912256,Ononin Shows Anticancer Activity Against Laryngeal Cancer ,Frontiers in oncology,2022-1-1,5
35463432,CRISPR/Cas9 and Nanotechnology Pertinence in Agricultural Crop Refinement.,Frontiers in plant science,2022-1-1,9
35328421,CRISPR/Cas: A New Tool in the Research of Telomeres and Telomerase as Well as a Novel Form of Cancer Therapy.,International journal of molecular sciences,2022-Mar-10,3
34744446,Crosstalk between Circulatory Microenvironment and Vascular Endothelial Cells in Acute Myocardial Infarction.,Journal of inflammation research,2021-1-1,3
34522219,Engineered exosomes: desirable target-tracking characteristics for cerebrovascular and neurodegenerative disease therapies.,Theranostics,2021-1-1,7
33748164,"CRISPR/Cas: Advances, Limitations, and Applications for Precision Cancer Research.",Frontiers in medicine,2021-1-1,4
33482972,CRISPR/Cas9 for the Clinician: Current uses of gene editing and applications for new therapeutics in oncology.,The Permanente journal,2020-Dec-1,2
33381459,Strategies for Targeting Gene Therapy in Cancer Cells With Tumor-Specific Promoters.,Frontiers in oncology,2020-1-1,5
33359413,CRISPR: A new paradigm of theranostics.,"Nanomedicine : nanotechnology, biology, and medicine",2021-Apr-1,4
33094378,CRISPR: a journey of gene-editing based medicine.,Genes & genomics,2020-Dec-1,1
32695841,Development of a Self-Restricting CRISPR-Cas9 System to Reduce Off-Target Effects.,Molecular therapy. Methods & clinical development,2020-Sep-11,15
32629971,Pharmacogenomics and Pharmacogenetics in Osteosarcoma: Translational Studies and Clinical Impact.,International journal of molecular sciences,2020-Jun-30,4
32591003,Application of CRISPR/Cas9 to human-induced pluripotent stem cells: from gene editing to drug discovery.,Human genomics,2020-Jun-26,5
32536869,Modulation of Apoptosis by Plant Polysaccharides for Exerting Anti-Cancer Effects: A Review.,Frontiers in pharmacology,2020-1-1,7
32332872,High rate of HDR in gene editing of p.(Thr158Met) MECP2 mutational hotspot.,European journal of human genetics : EJHG,2020-Sep-1,18
31970591,Targeting the undruggable: exploiting neomorphic features of fusion oncoproteins in childhood sarcomas for innovative therapies.,Cancer metastasis reviews,2019-Dec-1,6
31819161,Cancer's epigenetic drugs: where are they in the cancer medicines?,The pharmacogenomics journal,2020-Jun-1,1
31482066,Neural Stem Cells of the Subventricular Zone as the Origin of Human Glioblastoma Stem Cells. Therapeutic Implications.,Frontiers in oncology,2019-1-1,2
30728669,Gene Editing in Clinical Practice: Where are We?,Indian journal of clinical biochemistry : IJCB,2019-Jan-1,1
30696954,Cancer therapy with a CRISPR-assisted telomerase-activating gene expression system.,Oncogene,2019-May-1,5
30582938,Recent advances in nanotherapeutic strategies for spinal cord injury repair.,Advanced drug delivery reviews,2019-Aug-1,4
30259416,Emerging ways to treat breast cancer: will promises be met?,"Cellular oncology (Dordrecht, Netherlands)",2018-Dec-1,5
29507709,Glioblastoma: new therapeutic strategies to address cellular and genomic complexity.,Oncotarget,2018-Feb-06,2
29409115,Expression of nerve growth factor carried by pseudotyped lentivirus improves neuron survival and cognitive functional recovery of post-ischemia in rats.,CNS neuroscience & therapeutics,2018-Jun-1,11
29285230,"Gene editing of the extra domain A positive fibronectin in various tumors, amplified the effects of CRISPR/Cas system on the inhibition of tumor progression.",Oncotarget,2017-Dec-01,6
28624197,CRISPR/Cas9: Transcending the Reality of Genome Editing.,Molecular therapy. Nucleic acids,2017-Jun-16,6
27725818,Survival and Evolution of CRISPR-Cas System in Prokaryotes and Its Applications.,Frontiers in immunology,2016-1-1,10
39580469,Single-cell RNA sequencing reveals immune microenvironment niche transitions during the invasive and metastatic processes of ground-glass nodules and part-solid nodules in lung adenocarcinoma.,Molecular cancer,2024-Nov-23,21
39482304,Organoids in the oral and maxillofacial region: present and future.,International journal of oral science,2024-Nov-01,7
39313617,Self-sustaining long-term 3D epithelioid cultures reveal drivers of clonal expansion in esophageal epithelium.,Nature genetics,2024-Oct-1,22
39291264,Advance in the application of organoids in bone diseases.,Frontiers in cell and developmental biology,2024-1-1,6
39233906,"ERA-CRISPR/Cas12a system: a rapid, highly sensitive and specific assay for ",Frontiers in cellular and infection microbiology,2024-1-1,4
39200158,"KIF1A, R1457Q, and P1688L Mutations Induce Protein Abnormal Aggregation and Autophagy Impairment in iPSC-Derived Motor Neurons.",Biomedicines,2024-Jul-30,10
39158822,"Next-generation CRISPR technology for genome, epigenome and mitochondrial editing.",Transgenic research,2024-Oct-1,3
38948115,Organoids in gastrointestinal diseases: from bench to clinic.,MedComm,2024-Jul-1,7
38937834,Ameliorating and refining islet organoids to illuminate treatment and pathogenesis of diabetes mellitus.,Stem cell research & therapy,2024-Jun-27,10
38855182,Building consensus on the application of organoid-based drug sensitivity testing in cancer precision medicine and drug development.,Theranostics,2024-1-1,13
38680680,Organoids as preclinical models of human disease: progress and applications.,Medical review (2021),2024-Apr-1,5
38670977,Induced pluripotent stem cells (iPSCs): molecular mechanisms of induction and applications.,Signal transduction and targeted therapy,2024-Apr-26,3
38635080,Current advances in human-induced pluripotent stem cell-based models and therapeutic approaches for congenital heart disease.,Molecular and cellular biochemistry,2025-Jan-1,5
38525247,Biosafety and toxicity assessment of transgenic cotton-harboring insecticide and herbicide tolerant genes on albino mice.,Toxicology research,2024-Apr-1,9
38430362,Advances in Treatments for Epidermolysis Bullosa (EB): Emphasis on Stem Cell-Based Therapy.,Stem cell reviews and reports,2024-Jul-1,10
38392563,Advances in the Study of Common and Rare ,Journal of personalized medicine,2024-Jan-23,8
38250041,Construction of tumor organoids and their application to cancer research and therapy.,Theranostics,2024-1-1,6
38173794,Novel stem cell technologies are powerful tools to understand the impact of human factors on ,Frontiers in cellular and infection microbiology,2023-1-1,10
38093984,Strategies for HIV-1 suppression through key genes and cell therapy.,Frontiers in medicine,2023-1-1,3
38082320,Present and future are getting confused: are we equipped to face the technological revolution?,Italian journal of pediatrics,2023-Dec-12,8
38016960,Temporal morphogen gradient-driven neural induction shapes single expanded neuroepithelium brain organoids with enhanced cortical identity.,Nature communications,2023-Nov-28,7
37908590,Applications of CRISPR-Cas9 for advancing precision medicine in oncology: from target discovery to disease modeling.,Frontiers in genetics,2023-1-1,2
37834150,CRISPR-Cas9 Direct Fusions for Improved Genome Editing via Enhanced Homologous Recombination.,International journal of molecular sciences,2023-Sep-28,4
37815191,Advancements in Biotechnology and Stem Cell Therapies for Breast Cancer Patients.,Current stem cell research & therapy,2024-1-1,2
37736806,"CRISPR-Cas9 system: a novel and promising era of genotherapy for beta-hemoglobinopathies, hematological malignancy, and hemophilia.",Annals of hematology,2024-Jun-1,4
37626665,Progress and Prospects of Gene Editing in Pluripotent Stem Cells.,Biomedicines,2023-Aug-01,3
37592036,Predicting transcriptional outcomes of novel multigene perturbations with GEARS.,Nature biotechnology,2024-Jun-1,3
37490204,The Current Proceedings of PSC-Based Liver Fibrosis Therapy.,Stem cell reviews and reports,2023-Oct-1,3
37483353,CRISPR/Cas9: implication for modeling and therapy of amyotrophic lateral sclerosis.,Frontiers in neuroscience,2023-1-1,6
37425038,Emerging trends in organ-on-a-chip systems for drug screening.,Acta pharmaceutica Sinica. B,2023-Jun-1,9
37207126,Venom biotechnology: casting light on nature's deadliest weapons using synthetic biology.,Frontiers in bioengineering and biotechnology,2023-1-1,11
37137901,Organoid models of fibrolamellar carcinoma mutations reveal hepatocyte transdifferentiation through cooperative BAP1 and PRKAR2A loss.,Nature communications,2023-May-03,7
37048073,Cancer Spheroids and Organoids as Novel Tools for Research and Therapy: State of the Art and Challenges to Guide Precision Medicine.,Cells,2023-Mar-24,6
37037965,Optimization of Cas9 activity through the addition of cytosine extensions to single-guide RNAs.,Nature biomedical engineering,2023-May-1,4
36876940,Establishment and Culture of Patient-Derived Breast Organoids.,Journal of visualized experiments : JoVE,2023-Feb-17,5
36831216,"The ""3Ds"" of Growing Kidney Organoids: Advances in Nephron Development, Disease Modeling, and Drug Screening.",Cells,2023-Feb-08,3
36823355,Engineered human hepatocyte organoids enable CRISPR-based target discovery and drug screening for steatosis.,Nature biotechnology,2023-Nov-1,12
36699015,Organoid factory: The recent role of the human induced pluripotent stem cells (hiPSCs) in precision medicine.,Frontiers in cell and developmental biology,2022-1-1,5
36685285,Glutathione S-transferases Control astrocyte activation and neuronal health during neuroinflammation.,Frontiers in molecular biosciences,2022-1-1,4
36680093,Advances in CRISPR-Cas9 for the Baculovirus Vector System: A Systematic Review.,Viruses,2022-Dec-24,5
36484104,PAM-independent ultra-specific activation of CRISPR-Cas12a via sticky-end dsDNA.,Nucleic acids research,2022-Dec-09,16
36042877,Differentiation and CRISPR-Cas9-mediated genetic engineering of human intestinal organoids.,STAR protocols,2022-Sep-16,10
35991312,Engineering an adenine base editor in human embryonic stem cells with minimal DNA and RNA off-target activities.,Molecular therapy. Nucleic acids,2022-Sep-13,8
35837331,Cancer Risk and Mutational Patterns Following Organ Transplantation.,Frontiers in cell and developmental biology,2022-1-1,8
35835508,"Modeling congenital heart disease: lessons from mice, hPSC-based models, and organoids.",Genes & development,2022-Jun-01,3
35822766,Ethical Challenges in Organoid Use.,Biotech (Basel (Switzerland)),2021-Jun-28,1
35806216,Human Stem Cell and Organoid Models to Advance Acute Kidney Injury Diagnostics and Therapeutics.,International journal of molecular sciences,2022-Jun-29,2
35799444,Broadening prime editing toolkits using RNA-Pol-II-driven engineered pegRNA.,Molecular therapy : the journal of the American Society of Gene Therapy,2022-Sep-07,10
35796760,Chemical Modifications of CRISPR RNAs to Improve Gene-Editing Activity and Specificity.,Journal of the American Chemical Society,2022-Jul-20,1
35735722,Advances of Engineered Hydrogel Organoids within the Stem Cell Field: A Systematic Review.,"Gels (Basel, Switzerland)",2022-Jun-15,7
35369478,Development of a Rapid and Efficient RPA-CRISPR/Cas12a Assay for ,Frontiers in microbiology,2022-1-1,12
35322210,Generation and characterization of hair-bearing skin organoids from human pluripotent stem cells.,Nature protocols,2022-May-1,7
35250172,CRISPR/Cas12a-based technology: A powerful tool for biosensing in food safety.,Trends in food science & technology,2022-Apr-1,13
35216392,Expanding Gene-Editing Potential in Crop Improvement with Pangenomes.,International journal of molecular sciences,2022-Feb-18,8
35197604,Generation of CRISPR-Cas9-mediated genetic knockout human intestinal tissue-derived enteroid lines by lentivirus transduction and single-cell cloning.,Nature protocols,2022-Apr-1,4
35194172,CRISPR in cancer biology and therapy.,Nature reviews. Cancer,2022-May-1,5
35146483,CRISPR-Cas9‒Based Genomic Engineering in Keratinocytes: From Technology to Application.,JID innovations : skin science from molecules to population health,2022-Mar-1,6
34943799,Contribution of Human Pluripotent Stem Cell-Based Models to Drug Discovery for Neurological Disorders.,Cells,2021-Nov-24,3
34759910,Comparison of CRISPR-Cas Immune Systems in Healthcare-Related Pathogens.,Frontiers in microbiology,2021-1-1,3
34757806,Developing nociceptor-selective treatments for acute and chronic pain.,Science translational medicine,2021-Nov-10,6
34745227,Human Organoid and Supporting Technologies for Cancer and Toxicological Research.,Frontiers in genetics,2021-1-1,1
34638524,Complex Organ Construction from Human Pluripotent Stem Cells for Biological Research and Disease Modeling with New Emerging Techniques.,International journal of molecular sciences,2021-Sep-22,3
34617071,Promises and Challenges of Organoid-Guided Precision Medicine.,"Med (New York, N.Y.)",2021-Sep-10,3
34365511,Global detection of DNA repair outcomes induced by CRISPR-Cas9.,Nucleic acids research,2021-Sep-07,9
34336851,"To Better Generate Organoids, What Can We Learn From Teratomas?",Frontiers in cell and developmental biology,2021-1-1,6
33979618,Efficient generation of isogenic primary human myeloid cells using CRISPR-Cas9 ribonucleoproteins.,Cell reports,2021-May-11,24
33856594,Integration of Transformative Platforms for the Discovery of Causative Genes in Cardiovascular Diseases.,Cardiovascular drugs and therapy,2021-Jun-1,4
33800815,Advancing Drug Discovery for Neurological Disorders Using iPSC-Derived Neural Organoids.,International journal of molecular sciences,2021-Mar-06,3
33621191,Investigation of infertility using endometrial organoids.,"Reproduction (Cambridge, England)",2021-May-1,2
33247284,Establishment of human fetal hepatocyte organoids and CRISPR-Cas9-based gene knockin and knockout in organoid cultures from human liver.,Nature protocols,2021-Jan-1,5
39399398,Dual Detection of Hepatitis B and C Viruses Using CRISPR-Cas Systems and Lateral Flow Assay.,Journal of nucleic acids,2024-1-1,9
39367442,Co-freezing localized CRISPR-Cas12a system enables rapid and sensitive nucleic acid analysis.,Journal of nanobiotechnology,2024-Oct-05,12
39315032,Effects on molecular interactions of hollow gold nanoparticles and antibody for sensitizing P24 antigen determination.,RSC advances,2024-Sep-18,8
39268697,CRISPR for companion diagnostics in low-resource settings.,Lab on a chip,2024-Oct-09,4
